cost,prototypes,times,q,K,m,seed,name,run,partition_entropy,modified_partition_coefficient,entropy,adjusted_rand_score,f1_micro,f1_macro,classification_error,g0 size,g1 size,g2 size,g3 size,g4 size,g5 size,g6 size,g7 size,g8 size,g9 size
"16219,908927493445","[[1722, 1689], [1722, 1689], [1440, 1556], [588, 504], [692, 678], [1890, 1831], [1722, 1689], [1717, 1219], [78, 25], [1998, 1907]]",8,2,10,"1,2",18082020,todas,0,"0,8743494365497836","0,09732329067144485","0,8743494365497836","0,482706593369742","0,091","0,08633936866059042","0,909",151,0,209,227,391,220,33,349,241,179
"16225,493786592187","[[78, 25], [1722, 1689], [588, 504], [1890, 1831], [661, 692], [753, 661], [1722, 1689], [1717, 1722], [1717, 1722], [374, 221]]",9,2,10,"1,2",18082021,todas,1,"0,8926125280762788","0,08058292108313847","0,8926125280762788","0,4637073451923496","0,232","0,21126429841234412","0,768",239,143,273,373,133,216,27,209,71,316
"16269,129298634129","[[753, 692], [78, 25], [661, 692], [503, 449], [692, 1717], [1722, 1689], [1722, 1765], [1890, 1831], [753, 661], [1722, 1689]]",7,2,10,"1,2",18082022,todas,2,"0,9065816310833791","0,06695808535397263","0,9065816310833791","0,39259304305226617","0,136","0,09544562958366455","0,864",121,230,143,263,370,103,102,412,205,51
"16144,72508743169","[[78, 25], [78, 25], [1440, 1556], [374, 221], [78, 25], [588, 504], [661, 692], [1890, 1831], [78, 25], [1322, 1357]]",10,2,10,"1,2",18082023,todas,3,"0,8537395464539806","0,10559348051699624","0,8537395464539806","0,5240315369817387","0,1065","0,07932245867152472","0,8935",38,0,186,295,0,232,296,287,389,277
"16194,351944559883","[[1890, 1881], [1722, 1765], [374, 221], [692, 661], [78, 25], [753, 661], [1717, 1219], [588, 504], [493, 452], [78, 25]]",8,2,10,"1,2",18082024,todas,4,"0,8761873554715947","0,08605802484486103","0,8761873554715947","0,49755059623452413","0,166","0,15222378066860826","0,834",309,180,293,120,225,204,316,204,137,12
"16243,089688452423","[[78, 25], [661, 753], [221, 692], [221, 692], [1890, 1831], [1722, 25], [1717, 1359], [588, 504], [1722, 25], [661, 753]]",8,2,10,"1,2",18082025,todas,5,"0,8907697550032303","0,07561594418818396","0,8907697550032303","0,4676878502889469","0,245","0,21784157090397552","0,755",255,72,101,164,397,132,352,269,24,234
"16200,967572935295","[[1722, 1689], [78, 25], [221, 692], [1890, 1831], [1322, 1357], [1890, 1831], [1717, 1722], [588, 504], [1722, 1689], [753, 661]]",8,2,10,"1,2",18082026,todas,6,"0,8735436638760312","0,09415417523578806","0,8735436638760312","0,4767210896360745","0,1465","0,1497856451753043","0,8535",24,239,266,284,273,111,99,264,144,296
"16170,303096420617","[[661, 692], [692, 1717], [78, 25], [78, 25], [692, 1099], [1440, 1556], [1890, 1831], [1722, 1689], [692, 1717], [588, 504]]",8,2,10,"1,2",18082027,todas,7,"0,8768900495373562","0,08932488452660581","0,8768900495373562","0,5308847328343032","0,017","0,01792042658732531","0,983",299,186,229,11,175,194,307,221,149,229
"16302,678010542695","[[1099, 1025], [1722, 1689], [221, 692], [692, 1717], [588, 504], [1722, 436], [1717, 1722], [1890, 1831], [78, 25], [753, 661]]",7,2,10,"1,2",18082028,todas,8,"0,8949611557868168","0,08173163267998429","0,8949611557868168","0,526551607405341","0,1355","0,1173962366502908","0,8645",181,156,248,98,269,3,196,371,229,249
"16278,297625831456","[[692, 1722], [1890, 1998], [753, 1831], [78, 25], [692, 221], [1440, 1586], [503, 528], [1717, 1219], [1717, 1359], [1722, 1689]]",7,2,10,"1,2",18082029,todas,9,"0,8744543505838782","0,10013182119248976","0,8744543505838782","0,4884905261800056","0,052","0,043075321626658745","0,948",51,252,174,244,322,227,197,138,219,176
"16206,31791402243","[[1993, 1885], [661, 692], [374, 254], [588, 504], [661, 692], [1831, 1890], [1717, 1722], [78, 25], [78, 25], [1717, 1722]]",8,2,10,"1,2",18082030,todas,10,"0,8907295734989974","0,07621073135375722","0,8907295734989974","0,45515251637642395","0,0965","0,08825116948421696","0,9035",112,238,261,281,53,345,280,271,18,141
"16254,422811404016","[[1831, 1890], [1357, 1346], [661, 692], [1831, 1890], [753, 661], [692, 1717], [1722, 1689], [78, 25], [1643, 1722], [661, 692]]",7,2,10,"1,2",18082031,todas,11,"0,8913375000862978","0,07940372303972631","0,8913375000862978","0,3507297932447769","0,0995","0,1120612372050415","0,9005",358,296,99,159,290,172,115,240,163,108
"16224,943982202669","[[1890, 1881], [1655, 1722], [374, 221], [588, 504], [1885, 1993], [1717, 692], [1831, 1890], [692, 1099], [25, 78], [753, 661]]",8,2,10,"1,2",18082032,todas,12,"0,8804821458824005","0,09367849799072148","0,8804821458824005","0,5514119491009882","0,0095","0,008935612165478102","0,9905",161,210,304,273,52,223,181,141,223,232
"16215,018412571466","[[692, 1717], [692, 1717], [1890, 1831], [753, 692], [78, 25], [661, 692], [661, 753], [588, 504], [1722, 1655], [78, 25]]",7,2,10,"1,2",18082033,todas,13,"0,8961177301533194","0,07068862866274339","0,8961177301533194","0,4223994448239269","0,153","0,1510488109459458","0,847",145,239,412,120,10,147,203,268,234,222
"16179,882397885078","[[661, 753], [78, 25], [753, 692], [78, 25], [1717, 1219], [692, 678], [1890, 1831], [1722, 1689], [374, 254], [588, 504]]",9,2,10,"1,2",18082034,todas,14,"0,8799668208745443","0,08413743031107968","0,8799668208745443","0,547725855510879","0,111","0,10091786453306943","0,889",178,235,60,7,330,155,356,178,236,265
"16134,767006963535","[[78, 25], [374, 221], [661, 753], [1722, 1662], [588, 504], [1722, 1662], [1717, 1359], [1440, 1586], [1890, 1881], [692, 753]]",8,2,10,"1,2",18082035,todas,15,"0,8511372255866259","0,11918688727811955","0,8511372255866259","0,5461296003712195","0,353","0,30966917955557827","0,647",266,262,179,135,226,30,323,184,267,128
"16219,373800330957","[[221, 692], [661, 753], [1890, 1831], [1722, 1662], [1655, 1722], [661, 753], [1722, 1689], [449, 493], [588, 504], [78, 25]]",8,2,10,"1,2",18082036,todas,16,"0,8896095269196903","0,0802012893625399","0,8896095269196903","0,41190064392054676","0,0865","0,10496005368641655","0,9135",375,67,370,153,155,230,91,117,199,243
"16258,07696041288","[[1722, 1765], [753, 661], [78, 25], [692, 1864], [1717, 1359], [1440, 1586], [1717, 1722], [503, 449], [1722, 1689], [692, 661]]",8,2,10,"1,2",18082037,todas,17,"0,8858292525133791","0,0872914325548495","0,8858292525133791","0,4600681026185737","0,14","0,12977105083118978","0,86",80,235,226,253,361,278,49,244,104,170
"16175,203186943896","[[1722, 1689], [1890, 1881], [221, 692], [692, 678], [1722, 1689], [692, 1717], [588, 504], [221, 692], [78, 25], [1440, 1586]]",8,2,10,"1,2",18082038,todas,18,"0,8680108722881655","0,10494242445072566","0,8680108722881655","0,5279402345071932","0,119","0,09915146578519636","0,881",44,297,148,292,177,226,232,144,243,197
"16195,958919394365","[[588, 504], [1890, 1831], [753, 661], [1722, 1765], [374, 254], [1722, 1689], [692, 221], [1831, 1545], [1717, 1219], [78, 25]]",8,2,10,"1,2",18082039,todas,19,"0,8759366223415849","0,09357583867220776","0,8759366223415849","0,5707850722745058","0,094","0,09773881049347326","0,906",239,219,258,92,194,113,150,187,318,230
"16293,295429879221","[[753, 661], [1864, 1885], [972, 970], [374, 692], [78, 25], [588, 504], [1722, 1619], [503, 449], [1655, 1689], [1831, 1545]]",8,2,10,"1,2",18082040,todas,20,"0,8668824331967289","0,10074951778205599","0,8668824331967289","0,49182708817888854","0,126","0,11699894624514343","0,874",250,170,271,224,231,192,97,61,181,323
"16264,270427034015","[[78, 25], [1717, 1722], [588, 504], [1655, 1722], [753, 661], [753, 661], [753, 661], [1717, 1722], [78, 25], [392, 275]]",10,2,10,"1,2",18082041,todas,21,"0,9024176283458741","0,0634265302100584","0,9024176283458741","0,4077900029521891","0,246","0,21164392793623824","0,754",226,273,331,208,413,118,2,112,9,308
"16208,336185637105","[[392, 254], [1864, 1993], [1655, 1641], [588, 504], [692, 661], [1322, 1357], [78, 25], [753, 661], [1831, 1545], [692, 1717]]",8,2,10,"1,2",18082042,todas,22,"0,8577216810876387","0,1138805148778923","0,8577216810876387","0,5558926673151817","0,0105","0,011268278462067901","0,9895",206,176,195,226,91,291,231,172,306,106
"16187,097055890985","[[1322, 1357], [374, 221], [753, 661], [1890, 1831], [1722, 1689], [1864, 1993], [25, 78], [1890, 1831], [692, 392], [588, 504]]",7,2,10,"1,2",18082043,todas,23,"0,8619069354050415","0,10932497347214676","0,8619069354050415","0,5283425812627516","0,1435","0,14152074395280678","0,8565",273,239,257,81,200,134,246,233,85,252
"16189,052103226024","[[753, 661], [692, 1099], [692, 775], [78, 25], [588, 504], [1890, 1831], [1722, 1689], [374, 254], [1717, 1722], [1890, 1831]]",7,2,10,"1,2",18082044,todas,24,"0,8804951110597388","0,09146412673763615","0,8804951110597388","0,5356306638050453","0,10149999999999999","0,0885373107462151","0,8985",191,149,116,233,272,73,163,254,285,264
"16279,699845634177","[[692, 1717], [1717, 1722], [692, 678], [1655, 1722], [753, 661], [1440, 1556], [692, 1717], [1722, 1689], [528, 449], [78, 25]]",9,2,10,"1,2",18082045,todas,25,"0,8925821201678199","0,08295664417442317","0,8925821201678199","0,3975696174029793","0,0355","0,04251596412301912","0,9645",68,223,309,139,315,312,92,78,238,226
"16170,402958610246","[[1440, 1586], [374, 692], [78, 25], [588, 504], [1722, 1689], [1722, 1662], [1890, 1831], [692, 678], [1722, 1765], [1890, 1998]]",8,2,10,"1,2",18082046,todas,26,"0,8716397654468971","0,09871086189321521","0,8716397654468971","0,445802695329316","0,157","0,167563335132428","0,843",189,264,246,237,150,142,184,364,80,144
"16175,042231867665","[[78, 25], [374, 254], [1722, 1689], [503, 449], [1717, 1219], [753, 661], [1890, 1831], [78, 25], [692, 661], [588, 504]]",9,2,10,"1,2",18082047,todas,27,"0,8773394380223971","0,08525741937301101","0,8773394380223971","0,5108668905951186","0,1795","0,1536317177671139","0,8205",9,248,182,98,351,201,345,236,128,202
"16188,791339677937","[[78, 25], [1890, 1831], [692, 775], [1717, 1722], [374, 254], [1717, 692], [1722, 1765], [753, 661], [1890, 1831], [588, 504]]",7,2,10,"1,2",18082048,todas,28,"0,8824010192539179","0,08916232168258376","0,8824010192539179","0,4781156267992054","0,162","0,1542178537649862","0,838",229,279,121,242,248,145,159,226,79,272
"16232,51794656791","[[1722, 1655], [1722, 1885], [1890, 1831], [78, 25], [692, 661], [692, 1099], [503, 449], [78, 25], [753, 661], [588, 504]]",8,2,10,"1,2",18082049,todas,29,"0,8938424051801601","0,07149172386847613","0,8938424051801601","0,3972665182400483","0,1025","0,09571075247521874","0,8975",307,46,376,45,215,271,109,201,218,212
"16229,139112200039","[[1722, 1689], [1890, 1831], [1722, 1689], [1722, 1689], [1440, 1586], [78, 25], [692, 661], [692, 678], [1655, 1722], [692, 661]]",7,2,10,"1,2",18082050,todas,30,"0,894316359672616","0,07856368257126867","0,894316359672616","0,32413851036710817","0,10499999999999998","0,09522646348088501","0,895",5,375,110,93,283,254,158,388,208,126
"16203,470670173367","[[221, 692], [392, 1831], [25, 78], [25, 78], [753, 661], [588, 504], [1890, 1831], [692, 678], [25, 78], [692, 661]]",7,2,10,"1,2",18082051,todas,31,"0,8962586142004484","0,06532785258071527","0,8962586142004484","0,4183530373611711","0,0515","0,0564631201126521","0,9485",298,164,99,363,172,264,346,243,2,49
"16301,484105742777","[[78, 25], [1099, 1179], [1722, 1993], [753, 661], [588, 504], [374, 221], [692, 661], [1722, 1765], [692, 661], [588, 504]]",7,2,10,"1,2",18082052,todas,32,"0,8940712581683513","0,07838877138206957","0,8940712581683513","0,46092334332094026","0,191","0,17209610118720028","0,8089999999999999",252,208,119,312,99,367,34,252,98,259
"16272,486497266049","[[1864, 692], [692, 1717], [692, 1717], [1440, 1586], [1722, 1689], [503, 449], [661, 692], [1722, 1689], [692, 678], [78, 25]]",8,2,10,"1,2",18082053,todas,33,"0,8924931008237384","0,0845802560251101","0,8924931008237384","0,44159250947123146","0,0185","0,01789886277089777","0,9815",238,176,135,297,53,249,218,178,213,243
"16257,80179773721","[[1717, 1722], [692, 661], [753, 661], [588, 504], [493, 452], [1890, 1831], [78, 25], [1655, 1689], [1722, 1662], [1722, 1689]]",9,2,10,"1,2",18082054,todas,34,"0,8949970551362139","0,07643886195919591","0,8949970551362139","0,38455887547795914","0,095","0,0952632828616868","0,905",322,252,237,203,104,402,228,153,77,22
"16231,329434156936","[[692, 221], [661, 692], [374, 254], [449, 452], [1717, 1722], [588, 504], [78, 25], [1890, 1891], [1655, 1641], [692, 1099]]",8,2,10,"1,2",18082055,todas,35,"0,8774739453532657","0,09536000137750822","0,8774739453532657","0,573805172618023","0,1675","0,15658378257362032","0,8325",134,218,194,122,265,202,217,311,178,159
"16219,431027564577","[[374, 692], [1722, 1765], [1717, 1722], [1717, 1722], [78, 25], [588, 504], [1890, 1831], [753, 661], [1890, 1831], [692, 1717]]",8,2,10,"1,2",18082056,todas,36,"0,8933692060986748","0,07845396863746124","0,8933692060986748","0,45943972291115953","0,0205","0,017454855133848146","0,9795",241,160,85,160,231,273,290,285,95,180
"16253,307612296314","[[661, 692], [692, 1717], [692, 1717], [1722, 1765], [692, 1717], [588, 504], [1890, 1831], [692, 1717], [1890, 1831], [78, 25]]",8,2,10,"1,2",18082057,todas,37,"0,8986682378774592","0,07726212483965311","0,8986682378774592","0,4166665366680006","0,047","0,05009581189503496","0,953",393,269,0,203,165,281,318,0,131,240
"16258,517336671866","[[1722, 1689], [1890, 1864], [692, 678], [78, 25], [392, 1831], [1322, 1357], [1722, 1689], [1890, 1864], [1440, 1586], [1722, 1689]]",7,2,10,"1,2",18082058,todas,38,"0,8757452643656117","0,09481311501200784","0,8757452643656117","0,4453329505537775","0,0255","0,027963097368924706","0,9745",170,21,382,259,288,306,59,223,291,1
"16166,241417728628","[[1722, 1765], [254, 392], [78, 25], [1890, 1831], [1099, 1025], [753, 661], [78, 25], [588, 504], [1322, 1357], [661, 692]]",8,2,10,"1,2",18082059,todas,39,"0,8631195802068928","0,0988671025574056","0,8631195802068928","0,6100312908868444","0,1395","0,13395095814670116","0,8605",186,218,214,331,213,175,15,254,306,88
"16279,669738951176","[[588, 504], [503, 449], [449, 528], [1722, 1717], [692, 1715], [753, 661], [221, 692], [78, 25], [1722, 1717], [1890, 1831]]",8,2,10,"1,2",18082060,todas,40,"0,8920181536562323","0,08199594282943967","0,8920181536562323","0,3819207485388899","0,1585","0,1365022590065018","0,8415",197,67,48,237,76,276,295,296,132,376
"16285,228275943253","[[1722, 1689], [1722, 1662], [1722, 1689], [1890, 1881], [692, 1717], [1440, 1586], [1890, 1907], [1722, 1689], [392, 275], [78, 25]]",8,2,10,"1,2",18082061,todas,41,"0,8931412400561785","0,08116061366472405","0,8931412400561785","0,3373365487935069","0,095","0,057716844980008966","0,905",107,133,32,256,565,296,81,6,273,251
"16209,451605207409","[[692, 661], [374, 392], [1717, 1722], [753, 661], [1890, 1831], [1722, 1689], [78, 25], [692, 661], [588, 504], [1722, 1689]]",7,2,10,"1,2",18082062,todas,42,"0,8921596867846324","0,0805820763297519","0,8921596867846324","0,4875102013045509","0,161","0,14791614696665004","0,839",124,256,344,217,371,148,239,20,261,20
"16185,615048428597","[[221, 692], [1722, 1662], [1722, 1689], [661, 692], [78, 25], [503, 449], [1722, 1765], [692, 678], [1440, 1586], [1890, 1831]]",7,2,10,"1,2",18082063,todas,43,"0,8794082700960011","0,09237779770030419","0,8794082700960011","0,4750326198430064","0,1665","0,15242032342253356","0,8335",308,132,143,175,243,202,79,205,206,307
"16243,004545988448","[[1722, 1689], [1717, 1722], [78, 25], [1890, 1831], [753, 661], [449, 452], [588, 504], [1717, 1359], [1722, 1689], [374, 254]]",7,2,10,"1,2",18082064,todas,44,"0,8809879205224331","0,09005395708004305","0,8809879205224331","0,5156187175787527","0,0775","0,08783031988688125","0,9225",21,67,240,337,291,107,202,350,146,239
"16202,019108774559","[[78, 25], [1722, 1689], [753, 661], [1717, 1722], [588, 504], [1890, 1831], [374, 221], [661, 692], [1722, 1689], [661, 692]]",8,2,10,"1,2",18082065,todas,45,"0,8904408505760661","0,08203163362682886","0,8904408505760661","0,47133333890847096","0,1865","0,18243182621947235","0,8135",239,28,219,279,272,373,315,17,142,116
"16382,347379997773","[[588, 504], [661, 692], [753, 661], [1717, 1722], [1717, 1722], [1722, 1765], [1717, 1722], [1722, 1689], [1722, 1689], [1831, 1847]]",7,2,10,"1,2",18082066,todas,46,"0,9255306620626736","0,05067992134437893","0,9255306620626736","0,34308566409180985","0,2005","0,17460559310197504","0,7995",267,289,253,263,0,243,118,31,132,404
"16241,079412727611","[[1440, 1586], [1722, 1717], [1722, 1717], [661, 692], [1357, 1322], [1890, 1831], [78, 25], [1717, 1219], [1907, 1993], [661, 692]]",8,2,10,"1,2",18082067,todas,47,"0,8686040799884154","0,10345767777805781","0,8686040799884154","0,37987062368303776","0,087","0,07804510619327452","0,913",285,77,102,146,259,321,301,124,136,249
"16263,612432768987","[[1722, 1689], [588, 504], [1717, 1722], [753, 1890], [78, 25], [692, 678], [1722, 1689], [1722, 1689], [1890, 1831], [374, 254]]",7,2,10,"1,2",18082068,todas,48,"0,8955937154688867","0,07784259806048122","0,8955937154688867","0,4849498280896602","0,091","0,08753839924206622","0,909",26,281,298,94,237,307,4,139,355,259
"16222,883032213664","[[1717, 1722], [1890, 1998], [78, 25], [692, 661], [588, 504], [692, 661], [1722, 1765], [753, 661], [1722, 1765], [1831, 1545]]",8,2,10,"1,2",18082069,todas,49,"0,8928773129021547","0,07792818509766508","0,8928773129021547","0,4394050588022865","0,163","0,1757387697181995","0,837",390,223,233,139,247,118,27,216,136,271
"16205,326765769563","[[588, 504], [753, 661], [1717, 1722], [1722, 1689], [221, 692], [692, 661], [1722, 1689], [1890, 1831], [78, 25], [1831, 1545]]",9,2,10,"1,2",18082070,todas,50,"0,8896919221710832","0,08025322370922328","0,8896919221710832","0,48576475587299994","0,109","0,10145109407048465","0,891",244,206,293,28,287,120,141,251,238,192
"16253,871331174201","[[1722, 25], [1655, 25], [661, 753], [692, 1099], [1717, 692], [692, 661], [661, 753], [1890, 1831], [78, 25], [588, 504]]",8,2,10,"1,2",18082071,todas,51,"0,8985500996594162","0,06993621946293849","0,8985500996594162","0,4706983799818239","0,143","0,10346566147327105","0,857",84,141,53,163,352,162,164,402,210,269
"16200,282392710313","[[78, 25], [1890, 1831], [692, 661], [692, 661], [1440, 1586], [1722, 1689], [1722, 1689], [1322, 1357], [1890, 1864], [1722, 1689]]",9,2,10,"1,2",18082072,todas,52,"0,8717952050361897","0,09686267207331889","0,8717952050361897","0,4268206978626142","0,2345","0,2091144704729348","0,7655000000000001",261,285,174,257,279,179,3,320,167,75
"16212,997302617216","[[661, 692], [753, 661], [692, 1099], [1890, 1831], [1722, 1689], [1717, 1219], [78, 25], [1722, 1765], [588, 504], [374, 254]]",7,2,10,"1,2",18082073,todas,53,"0,8821611526126338","0,09051156424606799","0,8821611526126338","0,5739292399721831","0,0085","0,007453650623716532","0,9915",81,186,146,339,103,325,223,85,267,245
"16214,093817349212","[[1722, 1689], [753, 661], [753, 661], [588, 504], [1890, 1831], [1322, 1357], [1722, 1689], [692, 661], [1722, 1689], [78, 25]]",8,2,10,"1,2",18082074,todas,54,"0,8782065082761779","0,0901216140422203","0,8782065082761779","0,4449678059004822","0,009","0,010024803864649353","0,991",176,178,62,268,425,318,49,261,1,262
"16243,671213293763","[[1722, 1689], [1357, 1346], [1722, 1662], [1722, 1765], [692, 661], [661, 753], [1831, 1890], [661, 753], [78, 25], [1831, 1890]]",7,2,10,"1,2",18082075,todas,55,"0,8927457708746475","0,07486803935019037","0,8927457708746475","0,34143847266414795","0,0945","0,10426513963499243","0,9055",111,326,112,98,289,184,368,111,243,158
"16225,376543958384","[[1357, 1322], [1890, 1831], [374, 249], [1655, 1689], [1440, 1586], [661, 692], [1722, 1105], [1722, 1689], [1717, 1722], [78, 25]]",7,2,10,"1,2",18082076,todas,56,"0,8630162747154639","0,10844651886777845","0,8630162747154639","0,513770328798708","0,0375","0,03577374303761999","0,9625",280,323,235,167,260,266,102,76,66,225
"16305,058264725587","[[661, 692], [1890, 1831], [1890, 1831], [78, 25], [1722, 1765], [1722, 1689], [503, 449], [1717, 1359], [1722, 1662], [1722, 1689]]",8,2,10,"1,2",18082077,todas,57,"0,9054220812626332","0,06677957388606115","0,9054220812626332","0,4277060051459295","0,0515","0,06346853842997387","0,9485",432,316,126,234,72,65,276,386,77,16
"16176,599863182628","[[753, 661], [692, 221], [1890, 1891], [1831, 1847], [692, 1717], [588, 504], [25, 78], [1322, 1357], [254, 349], [1619, 1722]]",8,2,10,"1,2",18082078,todas,58,"0,8535372739220275","0,11664674477953663","0,8535372739220275","0,5541535081474951","0,0305","0,03505059453357021","0,9695",246,140,185,200,101,256,235,281,171,185
"16198,118288135402","[[1717, 692], [374, 221], [692, 775], [1440, 1586], [78, 25], [1722, 1662], [753, 661], [1722, 1689], [588, 504], [1864, 692]]",7,2,10,"1,2",18082079,todas,59,"0,8723287306145703","0,10251602490519018","0,8723287306145703","0,4867347873320683","0,149","0,1332755443295063","0,851",205,314,105,260,242,109,217,126,243,179
"16226,194531515637","[[78, 25], [692, 1717], [1722, 1662], [1722, 1689], [1722, 1689], [661, 692], [1440, 1586], [1890, 1831], [374, 221], [1722, 1689]]",7,2,10,"1,2",18082080,todas,60,"0,8888266640385093","0,08599766060437164","0,8888266640385093","0,4209406534105319","0,163","0,14371873303840216","0,837",248,274,128,22,45,279,266,334,329,75
"16234,74238406049","[[1655, 1689], [374, 392], [78, 25], [753, 692], [692, 661], [588, 504], [692, 1864], [692, 1099], [692, 1864], [1440, 1556]]",7,2,10,"1,2",18082081,todas,61,"0,8757701994439383","0,1020997829192063","0,8757701994439383","0,5234840649436122","0,172","0,15943588411183032","0,8280000000000001",284,265,262,175,113,242,24,233,134,268
"16250,376454462737","[[1357, 1346], [78, 25], [692, 661], [1831, 1545], [692, 661], [753, 661], [1717, 1722], [1890, 1831], [1722, 1765], [1722, 1689]]",8,2,10,"1,2",18082082,todas,62,"0,8907425625704148","0,07756385516376485","0,8907425625704148","0,4179741915487231","0,0865","0,0991424053111963","0,9135",294,233,129,315,130,243,134,287,94,141
"16115,489777927054","[[753, 661], [1440, 1586], [1890, 1986], [588, 504], [692, 661], [78, 25], [78, 25], [1717, 1722], [374, 221], [78, 25]]",9,2,10,"1,2",18082083,todas,63,"0,8632818364472303","0,09739190471826575","0,8632818364472303","0,488341297157979","0,012500000000000002","0,014062521882025886","0,9875",184,191,265,234,131,18,0,384,314,279
"16327,326901725291","[[1717, 1722], [1831, 1890], [1885, 1993], [392, 593], [78, 25], [1722, 1689], [1864, 1907], [753, 661], [1831, 1890], [692, 1717]]",7,2,10,"1,2",18082084,todas,64,"0,9084689254157133","0,06733109984589292","0,9084689254157133","0,38745292771889195","0,028000000000000004","0,02924477332144106","0,972",227,80,82,362,233,158,119,276,259,204
"16223,319134382784","[[692, 392], [1890, 1831], [1440, 1586], [78, 25], [1722, 1765], [1717, 1359], [1722, 1689], [661, 692], [1890, 1831], [1722, 1689]]",8,2,10,"1,2",18082085,todas,65,"0,8859101159998334","0,08392175039800143","0,8859101159998334","0,4557691558792875","0,0565","0,05326264997181611","0,9435",215,62,263,237,98,381,43,326,278,97
"16227,882973877873","[[692, 221], [1722, 1689], [503, 449], [374, 254], [1662, 1689], [78, 25], [1831, 1545], [753, 661], [78, 25], [692, 661]]",8,2,10,"1,2",18082086,todas,66,"0,8924765115518207","0,07223860241683056","0,8924765115518207","0,47195238731605776","0,114","0,11105475371081368","0,886",241,166,213,215,187,25,372,219,240,122
"16252,695666030295","[[1655, 1722], [692, 1717], [972, 970], [1440, 1586], [1722, 1689], [753, 661], [1864, 1993], [503, 435], [1890, 1831], [78, 25]]",7,2,10,"1,2",18082087,todas,67,"0,8583545213358706","0,11041212631634667","0,8583545213358706","0,48000058754550917","0,048","0,045306741160678336","0,952",144,190,237,205,97,273,152,205,275,222
"16243,66226835987","[[753, 661], [588, 504], [1890, 1831], [78, 25], [1717, 1219], [692, 1717], [692, 661], [78, 25], [449, 566], [78, 25]]",8,2,10,"1,2",18082088,todas,68,"0,8941403650083535","0,06691008287887401","0,8941403650083535","0,385802792958432","0,0945","0,08162794118410141","0,9055",230,208,400,0,352,142,192,33,104,339
"16329,479709576797","[[1722, 1689], [1981, 1179], [753, 661], [1722, 1689], [692, 661], [1717, 1715], [78, 25], [1831, 1890], [1722, 1689], [1831, 1890]]",9,2,10,"1,2",18082089,todas,69,"0,9120719434974289","0,06066139880618382","0,9120719434974289","0,3321837391952802","0,1045","0,09277884771118736","0,8955",1,131,279,160,270,351,245,344,79,140
"16266,982024008958","[[1890, 1831], [1722, 25], [661, 692], [1722, 25], [692, 1715], [661, 692], [1717, 1219], [753, 661], [588, 504], [78, 25]]",8,2,10,"1,2",18082090,todas,70,"0,8986927306878195","0,07036236090380754","0,8986927306878195","0,42922400680307854","0,114","0,08420041315914964","0,886",424,129,118,18,85,83,383,241,269,250
"16257,674917770932","[[566, 504], [1890, 1831], [588, 504], [692, 678], [753, 661], [78, 25], [1722, 1662], [1722, 1689], [78, 25], [1722, 1689]]",9,2,10,"1,2",18082091,todas,71,"0,8973120527482765","0,06767144444060069","0,8973120527482765","0,3339453485103871","0,1865","0,1646008767462565","0,8135",102,411,210,383,246,245,192,60,24,127
"16274,267819606288","[[753, 692], [78, 25], [692, 1717], [1722, 1689], [1831, 1890], [1831, 1890], [692, 1717], [1831, 1890], [661, 692], [1722, 1689]]",8,2,10,"1,2",18082092,todas,72,"0,9117948960722265","0,061235196242648504","0,9117948960722265","0,30936612560167565","0,0835","0,0743693031411832","0,9165",235,248,174,93,146,406,233,0,281,184
"16257,268650070315","[[1722, 1689], [1717, 1722], [1722, 1765], [1890, 1831], [78, 25], [374, 692], [753, 661], [1722, 1689], [503, 449], [588, 504]]",7,2,10,"1,2",18082093,todas,73,"0,896099187122355","0,07616123940681208","0,896099187122355","0,44132083535522865","0,021","0,01844213937174425","0,979",85,331,86,369,230,284,285,24,101,205
"16207,318663665994","[[1099, 1016], [1722, 1689], [1722, 1689], [1890, 1831], [1440, 1586], [1722, 1689], [588, 504], [392, 275], [1322, 1357], [78, 25]]",8,2,10,"1,2",18082094,todas,74,"0,8509418516108678","0,11838722896330756","0,8509418516108678","0,593111743093676","0,0075","0,0063424947145877385","0,9925",297,36,4,273,195,158,210,263,323,241
"16176,209129941635","[[692, 661], [1722, 1662], [692, 661], [588, 504], [78, 25], [1890, 1881], [1717, 1722], [1722, 1689], [1717, 1359], [1440, 1586]]",8,2,10,"1,2",18082095,todas,75,"0,8661327167195223","0,10529039326845702","0,8661327167195223","0,5220797508622517","0,03","0,026204872945060187","0,97",148,89,272,230,240,311,54,91,374,191
"16238,277598094839","[[753, 661], [588, 504], [1722, 1689], [692, 678], [1322, 1357], [1722, 1689], [588, 504], [1890, 1881], [1864, 1885], [78, 25]]",8,2,10,"1,2",18082096,todas,76,"0,8696134319954669","0,09745885625139994","0,8696134319954669","0,4327197254110945","0,144","0,12000575594356946","0,856",261,77,165,238,306,37,209,320,141,246
"16214,0772157665","[[1655, 1722], [503, 449], [753, 661], [692, 661], [1357, 1346], [374, 254], [78, 25], [692, 661], [1831, 1545], [1655, 1722]]",9,2,10,"1,2",18082097,todas,77,"0,8721514117844904","0,09617471670498412","0,8721514117844904","0,5335363849153845","0,0995","0,09637915059533227","0,9005",39,210,218,117,302,288,243,15,375,193
