runs,train_accuracy,train_accuracy_std,train_precision,train_precision_std,train_recall,train_recall_std,train_fscore,train_fscore_std,test_accuracy,test_accuracy_std,test_precision,test_precision_std,test_recall,test_recall_std,test_fscore,test_fscore_std
100,"0,756261111111111","0,0041750693052575415","0,704914869766964","0,004312025391068485","0,7632505518433313","0,007236786465720727","0,7099931348316671","0,005132455697573309","0,7235","0,026091186251299504","0,6673540683946966","0,026511791069285535","0,6835085898813092","0,04051621589008296","0,6583459406076162","0,030174762922527264"
