runs,split,train_accuracy,train_precision,train_recall,train_fscore,test_accuracy,test_precision,test_recall,test_fscore
300,1,"0,8033333333333333","0,7128528605015176","0,6722617732176263","0,6747041095752752","0,745","0,6238005995136725","0,6009341711927919","0,5873835542121987"
300,2,"0,8088888888888889","0,7208152829209062","0,6815627297414946","0,6851219406290232","0,785","0,6731130816170863","0,6346570304591295","0,6228210433538386"
300,3,"0,8127777777777778","0,7134771285221851","0,6788630454456849","0,6804834749974553","0,73","0,6928252212763082","0,6163969297402581","0,6170026058518003"
300,4,"0,8111111111111111","0,7200831160167938","0,6801250513105584","0,6840224135388497","0,72","0,6035031754864559","0,5772459308767768","0,5613920755969752"
300,5,"0,8094444444444444","0,7130267147956225","0,6789510773865681","0,6816505372722256","0,725","0,6582336801086801","0,5773004091567591","0,5646973026410146"
300,6,"0,8138888888888889","0,7308829681076326","0,6869241243803538","0,6927784089893675","0,725","0,634101996090487","0,6037175063262019","0,6013296757854378"
300,7,"0,81","0,7208161247420863","0,679980875418644","0,6842432940182597","0,72","0,5929647735940643","0,5894325415041528","0,5776062994165462"
300,8,"0,8077777777777778","0,7028624003781052","0,6770897088297925","0,6787614333378748","0,78","0,6289011923748766","0,6396716516409612","0,62762583461736"
300,9,"0,8055555555555556","0,7085507918685303","0,6752610496658665","0,677317313060679","0,765","0,6229100890119365","0,62457192326052","0,6138629792532952"
300,10,"0,8122222222222222","0,7255316629304094","0,684795710415025","0,6894708547010405","0,745","0,5355017437805161","0,5874328083211141","0,5570488419182335"
300,11,"0,8127777777777778","0,7225165714916889","0,6872568654380367","0,6927243654527921","0,75","0,7049574795190494","0,6302763918712195","0,6294590830682556"
300,12,"0,8144444444444444","0,7239197838541663","0,682385179189503","0,6856196669255459","0,75","0,6834322967749638","0,6388314336421532","0,6463497878932661"
300,13,"0,8038888888888889","0,7044511417748452","0,6717386745735283","0,6729116668296531","0,805","0,7520167500198461","0,697152380006578","0,7077918556511041"
300,14,"0,805","0,7180167807096616","0,6772763688086727","0,6809726639558871","0,785","0,7331962481962482","0,6459945925064172","0,6386050316061793"
300,15,"0,8055555555555556","0,7094262275810144","0,676715423879891","0,6788519260570763","0,75","0,6194578366068797","0,604600282793142","0,5882265077917251"
300,16,"0,8083333333333333","0,7194584128236262","0,6802153405620638","0,6840564720005261","0,81","0,7518404137548597","0,6830705083965954","0,694336001192277"
300,17,"0,8094444444444444","0,7092234971969127","0,6801993835972049","0,6827737741630474","0,71","0,621730933175946","0,5749894580649058","0,5730509019833747"
300,18,"0,8088888888888889","0,7136665037272771","0,6770328703001642","0,6790442921167263","0,78","0,635138445432563","0,6391699794001585","0,6268317256412164"
300,19,"0,8066666666666666","0,7124286746856296","0,6759526575083588","0,6787097985305174","0,795","0,604586099368708","0,6392089708934228","0,6130964237806718"
300,20,"0,8138888888888889","0,723967886668463","0,6824761941754142","0,6844821963542997","0,715","0,5775903825903826","0,5602152701121966","0,5457070921866132"
300,21,"0,8088888888888889","0,7047614445289351","0,6772288863600865","0,6792560708975619","0,75","0,659895104895105","0,6257481439377991","0,6244436628186628"
300,22,"0,8094444444444444","0,7197533175253289","0,6778306182653101","0,6801766936097716","0,74","0,6093298421465065","0,611170141425014","0,6017382079087212"
300,23,"0,8094444444444444","0,7122653401015906","0,6782156686493118","0,681854048728381","0,77","0,6247205088637314","0,634114684110936","0,6167112300247994"
300,24,"0,8088888888888889","0,718942140144759","0,681439366020808","0,6854450773496616","0,725","0,5843389035479319","0,5875045602272715","0,5736920702036982"
300,25,"0,8066666666666666","0,7125195868539616","0,6735586972455765","0,6738847659031236","0,77","0,6345291398702193","0,6278194381382706","0,6231748927401102"
300,26,"0,8116666666666666","0,7239819623150423","0,6847953612116817","0,6897181986332466","0,795","0,6344249512670566","0,6474976995629169","0,6325141525141526"
300,27,"0,8083333333333333","0,7137549568261737","0,6776581270210361","0,6806371314024543","0,725","0,5771041627843871","0,5792252211178043","0,5669846759721817"
300,28,"0,8122222222222222","0,7242075714943794","0,6854549500651153","0,689475858374433","0,745","0,5866617563895241","0,603667333897513","0,5868550920548539"
300,29,"0,81","0,7204421253492594","0,6811393648350074","0,685749693832826","0,745","0,6646927711321154","0,6108939159666738","0,5977368847627468"
300,30,"0,8027777777777778","0,6969461779134052","0,6691490658124344","0,668208031061737","0,7","0,5845051500223913","0,5737393940392441","0,5667984118897988"
300,31,"0,8116666666666666","0,7157543332181266","0,6805257824568285","0,6825833914826609","0,695","0,6231965751409485","0,5644827761638107","0,5614569487861666"
300,32,"0,8033333333333333","0,7136747640685094","0,6730719588482066","0,6768191783914724","0,78","0,6395508679916575","0,6527533028357617","0,6408472730247499"
300,33,"0,8061111111111111","0,7047742645173567","0,6715738687927241","0,6721091633518805","0,695","0,5416524580846831","0,5628885236868746","0,5463968640055598"
300,34,"0,8105555555555556","0,7101728477146505","0,6769661101053133","0,6763242374005849","0,725","0,5998231958393249","0,6041443055846136","0,5979815966929695"
300,35,"0,8144444444444444","0,7169050483854036","0,6873648561390229","0,690243214514582","0,76","0,6330066019287206","0,6167769973967682","0,6059190387850004"
300,36,"0,8066666666666666","0,7130277031831069","0,6769740903105907","0,6798805484765695","0,77","0,6572507229612492","0,6336312399355878","0,6320450223099993"
300,37,"0,8077777777777778","0,7194375983081851","0,6772125218707121","0,6795649245746903","0,72","0,6569554065004015","0,5819090791277491","0,583017559338286"
300,38,"0,8161111111111111","0,7196082900963299","0,6861826230663868","0,6898749668581559","0,72","0,5814541649727408","0,5880015759555401","0,5784514814609907"
300,39,"0,8133333333333334","0,7244989399186385","0,6810514692948447","0,6850385528975471","0,755","0,6528612435569839","0,6292024091380296","0,6243300207895333"
300,40,"0,805","0,7043670684957032","0,6747940022859293","0,6760392419024686","0,75","0,5657242957242958","0,6014389920424403","0,5798628467097127"
300,41,"0,8033333333333333","0,7070969444224113","0,6716586657389129","0,6735847436123326","0,785","0,6228986767120641","0,6414974281784627","0,6276926549094036"
300,42,"0,8088888888888889","0,7204680274120641","0,6793975414431449","0,6842050073987754","0,72","0,5736125805290565","0,5898207947308397","0,5767042181620106"
300,43,"0,8022222222222222","0,7018523237833199","0,6687464570591558","0,6684905824121619","0,77","0,6255269455547542","0,6199103973654199","0,6084322487924201"
300,44,"0,805","0,7100753866673708","0,6707815874416281","0,6715181172782168","0,795","0,6681324383897246","0,6432471793367959","0,6325390077974163"
300,45,"0,81","0,723343161687753","0,685055593333519","0,6899387218300621","0,735","0,6227436204781742","0,5922093394940641","0,5722320129212749"
300,46,"0,8038888888888889","0,7171521249449582","0,6736808668441688","0,6779481844312218","0,765","0,7140362146813759","0,6379528985507246","0,638027456897958"
300,47,"0,8166666666666667","0,7164297275006526","0,6902020686530476","0,693268917547275","0,7","0,6134991450780924","0,5549834441394543","0,5367804353518639"
300,48,"0,82","0,731934801483529","0,6898590052308805","0,6940838442594436","0,715","0,5629154995331466","0,5702167199098145","0,5451501513460213"
300,49,"0,8116666666666666","0,7211186626787038","0,6786973256570369","0,680665510600897","0,715","0,6103348654352684","0,5747190758567424","0,5541687218365607"
300,50,"0,8161111111111111","0,7233275555951872","0,6871909490962969","0,6910351852913015","0,72","0,5693757223168988","0,5751800610683669","0,5584881325448754"
300,51,"0,8055555555555556","0,7106012874838676","0,6754100899512878","0,6773446149050518","0,715","0,5596630568677229","0,5715198132008477","0,5569571967613989"
300,52,"0,8155555555555556","0,7315029957689633","0,6885910136140019","0,6935481191352081","0,79","0,6337317414903623","0,6361821226139067","0,6146180289833713"
300,53,"0,8194444444444444","0,7261283090414898","0,6885207472418355","0,6912426629562483","0,735","0,5902732565341261","0,5988150743004567","0,5825903597568256"
300,54,"0,8066666666666666","0,6967624389603951","0,6700040554970019","0,6680733497354878","0,69","0,5459188808373592","0,5510983237506064","0,5301856528062133"
300,55,"0,8055555555555556","0,7119367522875055","0,6753150118870695","0,6769249608299239","0,745","0,6626046437222908","0,6036097674261455","0,6076869500244771"
300,56,"0,81","0,7131025643205973","0,6795111507652707","0,6828730997568678","0,78","0,6614838405996968","0,6334144237405106","0,6250728102363088"
300,57,"0,815","0,7169813366170008","0,6841590233010887","0,686375091007655","0,755","0,6239932194242539","0,6245853436134766","0,6130852442541732"
300,58,"0,8094444444444444","0,7168409742811561","0,6827589440756393","0,6867109172719841","0,755","0,5987490362146068","0,6103086957562662","0,5916475168575694"
300,59,"0,815","0,7271341733973432","0,6845395443198456","0,6896562861449317","0,78","0,7253981819753145","0,6520272809081346","0,6512827619310635"
300,60,"0,8016666666666666","0,7035644899693101","0,6684957187455234","0,6695562104534926","0,73","0,6195782588695302","0,606080558621788","0,6031609825552542"
300,61,"0,8233333333333334","0,73266499377039","0,6974349565392173","0,7016515758133223","0,72","0,6060512075643654","0,5807067948016222","0,5754944446867454"
300,62,"0,8055555555555556","0,7158930794607667","0,6779413465157631","0,6822755898852835","0,72","0,5824902824157608","0,5915393798827082","0,5804968582142496"
300,63,"0,8105555555555556","0,7143903890575405","0,6792936070777374","0,6829533357529292","0,735","0,5724480949175054","0,5939890578215166","0,577328715897636"
300,64,"0,8072222222222222","0,7140820967397934","0,680648613915823","0,6854729566250893","0,78","0,6415580624972004","0,6497769997440526","0,6416980161987562"
300,65,"0,8133333333333334","0,7230719102029386","0,6843479075650178","0,6877830231678583","0,725","0,527359477124183","0,5718662863219617","0,5459279145415524"
300,66,"0,8066666666666666","0,7127442184905406","0,6769805313860393","0,679610699818843","0,82","0,781460483960484","0,6677107775477341","0,6613322378694189"
300,67,"0,8111111111111111","0,7149113580490838","0,6804153328122337","0,6809581672651126","0,755","0,6289660774830835","0,6098454205167759","0,5961064876237356"
300,68,"0,8072222222222222","0,7015847744070638","0,6706771733660664","0,6697079284131547","0,775","0,6103104375333477","0,6220869752583308","0,6073986165252385"
300,69,"0,8083333333333333","0,7142296623840199","0,674114999855336","0,6758386317944401","0,765","0,6813435773587576","0,6486052972938942","0,6492896894462679"
300,70,"0,8033333333333333","0,7054039973450623","0,6713244144157584","0,6721527203201149","0,75","0,6544968756733464","0,6064042292040793","0,5995336406869676"
300,71,"0,8083333333333333","0,7126095017603012","0,6761323793386742","0,6787847180348089","0,76","0,61179539590956","0,6174045654218068","0,6020883335515247"
300,72,"0,8183333333333334","0,7261291555817919","0,6879693477196622","0,6918767736983158","0,705","0,569771305288383","0,5723257495184032","0,565081034589191"
300,73,"0,805","0,7132003413643662","0,6754667463560133","0,6785208731874631","0,76","0,6244507386022113","0,6272593243976303","0,6138438753797713"
300,74,"0,8055555555555556","0,7071092507280465","0,6686996884684988","0,6675056773219777","0,76","0,6053972343446028","0,6021621507868303","0,5928871126304534"
300,75,"0,8055555555555556","0,7155090285366558","0,6748208130312431","0,6776137427503806","0,72","0,5670259834695516","0,5769852052832538","0,5612749968646766"
300,76,"0,8094444444444444","0,723368886441809","0,681799449193697","0,6859775795090458","0,76","0,636524315526873","0,6183206809293765","0,5986924929666704"
300,77,"0,8094444444444444","0,7146298229752175","0,6824087750955721","0,6863025144028391","0,78","0,6376337903582485","0,6392789847265551","0,6325430287091159"
300,78,"0,8127777777777778","0,7239660114838717","0,6858877852679871","0,6907108384469123","0,75","0,5758453214752027","0,6033266506156532","0,5817142369667668"
300,79,"0,8144444444444444","0,724347908500103","0,6859894469729819","0,6898948053669246","0,77","0,6812927214911606","0,6590584794509303","0,6551234342463728"
300,80,"0,8116666666666666","0,7188428863901392","0,6805666012928291","0,6836084131362232","0,79","0,7467731087584027","0,6775381196764255","0,6923695494717992"
300,81,"0,8072222222222222","0,7106079676387839","0,6770215927608586","0,6794205436158555","0,73","0,5917042427088629","0,5837699114423253","0,5688478378266529"
300,82,"0,8122222222222222","0,7189131794445894","0,6810368471010495","0,6839049797331673","0,715","0,5737855204848843","0,5683616631855013","0,5557136716181313"
300,83,"0,8083333333333333","0,7195521500204243","0,6775505042060989","0,6807040247210538","0,775","0,6379630168966554","0,6410244984345435","0,6316570443043977"
300,84,"0,8138888888888889","0,7234580646712538","0,6845521304916977","0,6886450923292847","0,72","0,6066814606849605","0,5836550348048631","0,5768926748316159"
300,85,"0,8033333333333333","0,7147499408136703","0,6718638862944412","0,674883531652885","0,76","0,6423286502722504","0,6253655447572602","0,6216911555760506"
300,86,"0,8072222222222222","0,7151664770021935","0,677198675097523","0,6794754596208907","0,73","0,6820366422195691","0,6051340004600874","0,594257854393655"
300,87,"0,8111111111111111","0,7246983644929069","0,6810745753561024","0,6850985394563203","0,69","0,5678261388323308","0,5544196600974095","0,5432932211027032"
300,88,"0,8122222222222222","0,7168886931721618","0,6814143945360278","0,6848874128476702","0,755","0,666629206706606","0,6381543338256893","0,6401737388684478"
300,89,"0,8088888888888889","0,7119726453552454","0,6775586057438092","0,6801623399600281","0,765","0,6127716247716248","0,6211495950652843","0,5946919448837606"
300,90,"0,8122222222222222","0,7200871844754616","0,6836846326558368","0,6879440954737527","0,76","0,6055168067226891","0,6159631516659253","0,5942301339349488"
300,91,"0,8077777777777778","0,7086153507613631","0,6752350998623773","0,6755868092637922","0,68","0,5549440255085416","0,5489427287272115","0,5318251068297204"
300,92,"0,8138888888888889","0,7197472562834862","0,6819985029077781","0,685191151659545","0,72","0,5941372027984432","0,5980838854077235","0,5885899475401564"
300,93,"0,8116666666666666","0,7199009695259281","0,6816843720469743","0,6852888818057797","0,75","0,6064094779350946","0,6158015329941866","0,606438328667679"
300,94,"0,8133333333333334","0,7202665022554278","0,6841472027298773","0,6881909561554137","0,785","0,6421362543040932","0,6445307863713581","0,6367993971474374"
300,95,"0,8116666666666666","0,7223525404971293","0,6848859048551115","0,6892573801325329","0,75","0,5948922645981469","0,6105906021594347","0,591837184783599"
300,96,"0,81","0,7248864909346542","0,6821038553281938","0,686204641517549","0,765","0,6441268191268191","0,6175149528410399","0,6141736136912439"
300,97,"0,8138888888888889","0,7209038151052739","0,682662012334446","0,6850697467784493","0,73","0,6381192348687812","0,6090365098101671","0,6110703858470574"
300,98,"0,8127777777777778","0,7184441497236386","0,682571959716985","0,6850792303420468","0,78","0,6594249231950845","0,6379052698745793","0,6313636307333819"
300,99,"0,8138888888888889","0,7290807191274518","0,684042749250788","0,6883836221596213","0,71","0,5296583376393297","0,5665437140655414","0,5440029501503119"
300,100,"0,8022222222222222","0,7018136112136182","0,6704488585293928","0,6716326421901475","0,8","0,6967546685219099","0,6756049379156577","0,6773757726046885"
300,101,"0,8116666666666666","0,722948038875583","0,6795291643326473","0,6829373070030449","0,76","0,623753676701247","0,6238957131629546","0,6148926814833995"
300,102,"0,8122222222222222","0,7230318020459438","0,6834043307799187","0,688115563933516","0,74","0,6892432983682983","0,6036604934712131","0,599732903035918"
300,103,"0,8083333333333333","0,7141149157407842","0,6786035788446334","0,6810709274093368","0,775","0,6258537953669799","0,6414479192027918","0,6296565655101551"
300,104,"0,81","0,7157764334214269","0,6810625561387819","0,6844483234719793","0,745","0,5998536989326463","0,6052251077433042","0,5942761735933847"
300,105,"0,8061111111111111","0,713133853591482","0,675177391980792","0,6782855180040154","0,77","0,6358109105737189","0,641892087159776","0,6303098129185086"
300,106,"0,8072222222222222","0,7156882403356833","0,6767089972753119","0,679581013557882","0,725","0,5976159084323385","0,5926233609385784","0,5805738303115356"
300,107,"0,8127777777777778","0,7120888282308908","0,681413271701069","0,6825558974278622","0,74","0,6966061131850605","0,6087247511416309","0,6110985919260599"
300,108,"0,8094444444444444","0,7135276011855114","0,6786106350720915","0,6806464159555168","0,775","0,6367331653479277","0,6321361275836979","0,6214000332165472"
300,109,"0,8033333333333333","0,7065506621780651","0,6673026523688047","0,6670974645851254","0,77","0,6367555805714373","0,6356964974382737","0,6253982374001043"
300,110,"0,8127777777777778","0,7207331838991767","0,6859990265940759","0,6898933848191902","0,735","0,6159540056717476","0,6059510560653739","0,6003315021509126"
300,111,"0,8072222222222222","0,7113957319779578","0,6783428069991878","0,6804248576741525","0,73","0,5938272838272838","0,5982999663172077","0,5899937016071928"
300,112,"0,8072222222222222","0,7137049251846868","0,6739715514903158","0,6749795843163042","0,725","0,6476620448659922","0,5989816790322787","0,5921696752358513"
300,113,"0,8161111111111111","0,7284384229289246","0,6848003677013044","0,6889564670995527","0,685","0,5445242385242385","0,5544960959691095","0,53550324471357"
300,114,"0,8055555555555556","0,7192004792615586","0,6784088887408385","0,6827131613323932","0,79","0,6146282271282272","0,6371845358092154","0,622611267025633"
300,115,"0,8066666666666666","0,7205883351637729","0,6747666808906807","0,6768259129876617","0,75","0,7445976279817744","0,621793620155931","0,6289948313802203"
300,116,"0,8122222222222222","0,7224562618908876","0,6843398264150369","0,6884510506491701","0,72","0,5902537466314689","0,5824068322981366","0,5681381584892021"
300,117,"0,8105555555555556","0,7164278630917115","0,6790232061750242","0,6810293851072245","0,745","0,5753381912205441","0,597336531044971","0,5727642316140215"
300,118,"0,8077777777777778","0,7087023858515789","0,6791730055067626","0,681747848609108","0,755","0,6098107448107448","0,623000779650396","0,6103899284800581"
300,119,"0,8138888888888889","0,7223383540081117","0,6840318566857659","0,68797908772606","0,745","0,5941750097168055","0,6046545947022179","0,582676844891861"
300,120,"0,8016666666666666","0,7106627937329776","0,6728829564757451","0,6764197526922798","0,76","0,6146027552277552","0,6163259167119737","0,6099103056604939"
300,121,"0,8072222222222222","0,712064548622829","0,6763871493785669","0,6783592564247463","0,75","0,6206514133411752","0,6147358005978696","0,6039685072142065"
300,122,"0,8061111111111111","0,7177927945582807","0,6766598038321193","0,6801987530667428","0,735","0,6598424591180345","0,597250087563056","0,5819046946462201"
300,123,"0,8194444444444444","0,7360467284074288","0,6925850683988708","0,6980927415933946","0,745","0,5750830284266817","0,5959920360332654","0,5739538664888701"
300,124,"0,8055555555555556","0,7098258163076316","0,6802304799709776","0,6839154503963522","0,71","0,5519704285944695","0,5704830379278437","0,5499159294811468"
300,125,"0,8072222222222222","0,7111812920996168","0,671513384466702","0,672011169720921","0,71","0,5494458815800278","0,5637678101061329","0,5456569016495487"
300,126,"0,8088888888888889","0,70459307808028","0,6769502946581948","0,6770579447362846","0,76","0,7113238896065865","0,6556777662755924","0,6542363719373534"
300,127,"0,8111111111111111","0,7136682280403285","0,6808706259657572","0,6837142910128403","0,765","0,6216390017305349","0,6253493073186168","0,6151435806776837"
300,128,"0,8072222222222222","0,7118771716494434","0,6784855085310422","0,6825973667172786","0,74","0,6171615472172747","0,6033780513320155","0,5990454770539299"
300,129,"0,8016666666666666","0,7059768825915127","0,6689406245896853","0,6712747886907324","0,745","0,6167520946545714","0,6084477265066381","0,5940925957117893"
