cost,prototypes,times,q,K,m,seed,run,partition_entropy,modified_partition_coefficient,entropy,adjusted_rand_score,f1_micro,f1_macro,classification_error,g0 size,g1 size,g2 size,g3 size,g4 size,g5 size,g6 size,g7 size,g8 size,g9 size
"5397,873479502764","[[347, 395], [296, 661], [525, 817], [1981, 279], [198, 18], [1797, 1786], [1831, 1369], [692, 382], [1831, 1369], [692, 661]]",4,2,10,"1,1",18082056,36,"0,7034749016483589","0,24407858982648545","0,7034749016483589","0,29344888175454403","0,086","0,08367980286426556","0,914",271,145,265,255,194,236,0,185,295,154
"5486,807524402888","[[1981, 662], [279, 817], [692, 661], [187, 120], [395, 692], [312, 1338], [1981, 817], [661, 817], [1831, 1369], [187, 120]]",3,2,10,"1,1",18082057,37,"0,7718911501249365","0,15692558727133565","0,7718911501249365","0,28239000427738903","0,0625","0,06874745590605667","0,9375",179,207,196,0,177,290,120,133,311,387
"5438,651622775019","[[392, 817], [1596, 252], [692, 262], [198, 18], [692, 661], [1831, 1369], [392, 955], [279, 1981], [312, 1338], [395, 692]]",5,2,10,"1,1",18082058,38,"0,7279762017727535","0,22759920259411826","0,7279762017727535","0,259150351676976","0,042","0,04104230406916083","0,958",127,255,165,273,123,292,233,260,185,87
"5412,088734041133","[[198, 18], [392, 374], [1797, 1786], [817, 1981], [1831, 1369], [395, 347], [1981, 661], [242, 661], [1831, 242], [692, 661]]",4,2,10,"1,1",18082059,39,"0,7221307165775104","0,23257659263300878","0,7221307165775104","0,291894723475543","0,2315","0,23366359287808502","0,7685",194,177,234,260,259,295,103,133,105,240
"5491,058244387004","[[392, 692], [392, 312], [1444, 279], [1831, 1369], [1831, 661], [1504, 279], [525, 817], [18, 187], [692, 661], [395, 347]]",3,2,10,"1,1",18082060,40,"0,7593688754230541","0,19369791022602778","0,7593688754230541","0,25626876374574237","0,0415","0,0445145630068807","0,9585",141,190,133,266,46,130,224,347,248,275
"5383,196737964132","[[395, 347], [392, 296], [1786, 1797], [1831, 1369], [1267, 1253], [1596, 252], [1981, 661], [1768, 1797], [525, 661], [198, 18]]",4,2,10,"1,1",18082061,41,"0,6618598009434906","0,27555513837339096","0,6618598009434906","0,29777713501091885","0,0635","0,06407542674362753","0,9365",339,189,187,264,181,262,189,45,151,193
"5475,1804338290485","[[1981, 262], [392, 374], [692, 661], [1596, 252], [1444, 817], [392, 1907], [198, 18], [1981, 279], [504, 595], [392, 1717]]",3,2,10,"1,1",18082062,42,"0,7551813972159498","0,19662488831759561","0,7551813972159498","0,2956987584973592","0,10499999999999998","0,10678920419661367","0,895",184,204,265,192,158,155,245,276,128,193
"5395,953339145759","[[692, 1981], [392, 955], [692, 661], [1831, 1881], [198, 18], [347, 395], [1797, 1786], [1981, 1016], [1596, 1581], [242, 318]]",4,2,10,"1,1",18082063,43,"0,6548225631222977","0,2968365376134643","0,6548225631222977","0,3603157645980113","0,043","0,04365264344595032","0,957",127,164,208,308,194,249,225,166,219,140
"5423,396361120981","[[198, 18], [279, 1981], [187, 36], [347, 395], [1981, 817], [1596, 252], [692, 661], [1831, 1881], [392, 817], [1768, 392]]",3,2,10,"1,1",18082064,44,"0,7129792045687916","0,22546662888723257","0,7129792045687916","0,2558917661932734","0,153","0,16155707631047855","0,847",140,221,139,278,103,278,246,298,95,202
"5439,700741095301","[[198, 18], [1797, 1786], [692, 661], [1981, 692], [392, 374], [395, 347], [525, 817], [242, 661], [1907, 817], [1981, 692]]",4,2,10,"1,1",18082065,45,"0,7478213817756901","0,21038953597291832","0,7478213817756901","0,2981669031068172","0,226","0,21317910625104336","0,774",194,224,219,0,153,275,268,238,161,268
"5486,8591156757775","[[296, 384], [1981, 817], [692, 661], [1981, 817], [661, 242], [395, 347], [392, 1907], [1981, 661], [198, 18], [525, 242]]",6,2,10,"1,1",18082066,46,"0,8034783466160605","0,15881140103094626","0,8034783466160605","0,2257087965394273","0,109","0,0964803887857188","0,891",189,0,254,261,81,265,291,138,273,248
"5440,853400363597","[[1596, 252], [395, 221], [347, 395], [1831, 1906], [279, 1981], [692, 661], [198, 18], [392, 1907], [1831, 1981], [392, 296]]",3,2,10,"1,1",18082067,47,"0,7317113929806838","0,21650036379363935","0,7317113929806838","0,27187311221113886","0,083","0,08506779413390178","0,917",290,157,170,187,193,228,267,160,137,211
"5425,587504703568","[[296, 392], [1596, 252], [1981, 661], [279, 1981], [198, 18], [395, 692], [1797, 1786], [296, 392], [1981, 692], [296, 392]]",4,2,10,"1,1",18082068,48,"0,7355478159830834","0,21853580107772352","0,7355478159830834","0,2983739737148031","0,0915","0,07207171085779437","0,9085",0,329,130,370,195,309,219,0,145,303
"5438,862270149777","[[392, 374], [692, 1075], [198, 18], [395, 347], [392, 1717], [392, 661], [1596, 252], [1831, 1369], [525, 817], [1831, 1890]]",3,2,10,"1,1",18082069,49,"0,7319684740827445","0,2138945163335354","0,7319684740827445","0,2926487437265321","0,068","0,06541631956822343","0,9319999999999999",139,231,245,236,210,97,253,182,169,238
"5383,048996300834","[[595, 392], [1831, 1881], [1981, 262], [1797, 1786], [279, 1981], [347, 395], [296, 392], [692, 662], [198, 18], [1596, 252]]",4,2,10,"1,1",18082070,50,"0,6656058710880074","0,2856730963127868","0,6656058710880074","0,3326702705015364","0,067","0,06531251182133208","0,933",78,290,133,219,187,241,170,243,194,245
"5392,121153922485","[[1981, 661], [198, 18], [1596, 338], [1981, 1831], [817, 525], [395, 347], [661, 296], [1831, 1881], [1797, 1786], [525, 384]]",5,2,10,"1,1",18082071,51,"0,6845451937986295","0,26850371223945946","0,6845451937986295","0,3256070042992367","0,2465","0,22673668407455683","0,7535000000000001",132,194,198,153,163,343,173,268,239,137
"5418,460323910573","[[198, 18], [1538, 1831], [661, 374], [1981, 692], [1831, 1369], [395, 347], [1797, 1786], [692, 1919], [279, 242], [395, 347]]",3,2,10,"1,1",18082072,52,"0,7115954300340092","0,23617123912086546","0,7115954300340092","0,2771228227473311","0,1625","0,1646703544303187","0,8375",193,126,193,184,266,0,254,216,275,293
"5389,245757441061","[[1831, 1847], [279, 862], [392, 374], [1831, 1369], [1797, 1786], [661, 1981], [198, 18], [1981, 817], [1596, 252], [347, 395]]",4,2,10,"1,1",18082073,53,"0,6738650719394061","0,2779966118382623","0,6738650719394061","0,31881639224685693","0,043","0,04793821976293711","0,957",188,145,179,198,230,127,194,141,278,320
"5447,010809930768","[[1768, 392], [692, 661], [395, 347], [661, 392], [817, 1981], [1831, 1881], [198, 69], [296, 392], [279, 1981], [187, 109]]",4,2,10,"1,1",18082074,54,"0,7446644986251049","0,19295014090185214","0,7446644986251049","0,19197249356995533","0,076","0,07093878911822538","0,924",173,266,297,62,184,309,124,164,236,185
"5440,553884865427","[[392, 395], [817, 661], [1981, 395], [1267, 1320], [692, 661], [392, 395], [1831, 1369], [692, 661], [198, 18], [1596, 252]]",4,2,10,"1,1",18082075,55,"0,7331641144945329","0,21740375066412565","0,7331641144945329","0,28243065462697853","0,1255","0,10543173814301654","0,8745",0,127,181,178,0,396,248,263,303,304
"5447,101267651463","[[1831, 1369], [1981, 242], [347, 395], [392, 374], [1586, 338], [392, 296], [1831, 1981], [392, 1717], [1981, 279], [198, 18]]",3,2,10,"1,1",18082076,56,"0,7382150328757923","0,2091319676638672","0,7382150328757923","0,2395017613652044","0,0845","0,08121391398947082","0,9155",241,109,372,124,190,133,140,240,206,245
"5416,99163395692","[[374, 661], [1831, 1369], [692, 661], [187, 131], [1786, 1797], [198, 69], [1596, 252], [395, 347], [57, 131], [1981, 1831]]",3,2,10,"1,1",18082077,57,"0,6843868029795269","0,25296190396917717","0,6843868029795269","0,28495261590847526","0,0495","0,04255312672149212","0,9505",154,253,273,64,222,134,289,316,15,280
"5433,173289638813","[[692, 746], [1596, 252], [1831, 1881], [1981, 279], [692, 661], [392, 296], [18, 187], [1981, 279], [296, 384], [395, 347]]",3,2,10,"1,1",18082078,58,"0,724580262000776","0,22871667546098728","0,724580262000776","0,2709275637006195","0,0375","0,03742426064747444","0,9625",198,262,288,0,119,198,340,242,124,229
"5400,549881211849","[[1831, 1881], [817, 242], [692, 262], [1550, 1504], [198, 18], [1797, 1786], [692, 662], [395, 347], [525, 595], [296, 392]]",5,2,10,"1,1",18082079,59,"0,6627622555437009","0,2883904838248239","0,6627622555437009","0,35318760425132506","0,0515","0,051308175137212905","0,9485",281,176,189,125,194,218,216,249,168,184
"5371,465165513275","[[198, 18], [1981, 279], [392, 374], [347, 395], [279, 242], [692, 661], [1596, 252], [1831, 1369], [817, 661], [1797, 1786]]",5,2,10,"1,1",18082080,60,"0,6829091483644322","0,2721819498853687","0,6829091483644322","0,3347575351616136","0,18","0,18083526054909435","0,8200000000000001",194,230,145,244,121,242,263,272,68,221
"5393,0176497389475","[[1797, 1786], [1831, 1369], [198, 18], [1981, 661], [395, 347], [525, 661], [392, 661], [955, 253], [692, 1981], [1596, 1454]]",3,2,10,"1,1",18082081,61,"0,6875860067152078","0,26999183521365355","0,6875860067152078","0,3481682372852363","0,0365","0,037491800133126474","0,9635",227,323,194,128,224,133,116,188,228,239
"5420,95365292258","[[395, 661], [187, 36], [1981, 279], [1506, 1586], [692, 661], [392, 296], [1981, 279], [395, 661], [198, 69], [1797, 1786]]",5,2,10,"1,1",18082082,62,"0,7073299040297595","0,2275232497241345","0,7073299040297595","0,23970594830227168","0,097","0,06845548759653197","0,903",0,87,0,194,323,326,448,283,122,217
"5408,385102645783","[[1831, 1881], [1596, 252], [262, 253], [525, 661], [296, 392], [1797, 1786], [187, 150], [198, 69], [296, 392], [296, 392]]",4,2,10,"1,1",18082083,63,"0,697872443518511","0,24134758263542544","0,697872443518511","0,28751574219010273","0,05600000000000001","0,04740791806689121","0,944",377,284,387,264,0,211,80,126,0,271
